DB,UT,DI,PMID,TI,SO,JI,PY,DT,LA,RP,AB,VL,IS,BP,EP,SR,TC,AU,AF,C1,CR,DE,ID
OPENALEX,https://openalex.org/W3198357836,https://doi.org/10.1016/j.jbef.2021.100577,,"Artificial intelligence and machine learning in finance: Identifying foundations, themes, and research clusters from bibliometric analysis",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2021,article,en,University of Akron,,32,,100577,100577,"Goodell, 2021, JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE",658,"Goodell, John W.;Kumar, Satish;Lim, Weng Marc;Pattnaik, Debidutta","Goodell, John W.;Kumar, Satish;Lim, Weng Marc;Pattnaik, Debidutta",University of Akron;Malaviya National Institute of Technology Jaipur;Swinburne University of Technology Sarawak Campus;Woxsen School of Business,https://openalex.org/W1565746575;https://openalex.org/W1648383461;https://openalex.org/W1963859450;https://openalex.org/W1968560054;https://openalex.org/W1970140636;https://openalex.org/W1970859146;https://openalex.org/W1975584591;https://openalex.org/W1995800062;https://openalex.org/W2004076523;https://openalex.org/W2005207065;https://openalex.org/W2005311637;https://openalex.org/W2015950201;https://openalex.org/W2021993444;https://openalex.org/W2028618347;https://openalex.org/W2033522691;https://openalex.org/W2035285495;https://openalex.org/W2048658075;https://openalex.org/W2051235345;https://openalex.org/W2064270391;https://openalex.org/W2064978316;https://openalex.org/W2069009481;https://openalex.org/W2071288491;https://openalex.org/W2076738050;https://openalex.org/W2077791698;https://openalex.org/W2078301133;https://openalex.org/W2078684405;https://openalex.org/W2083862258;https://openalex.org/W2085573882;https://openalex.org/W2090968438;https://openalex.org/W2093195672;https://openalex.org/W2094665138;https://openalex.org/W2095629301;https://openalex.org/W2113769477;https://openalex.org/W2124532504;https://openalex.org/W2131681506;https://openalex.org/W2131773668;https://openalex.org/W2132966115;https://openalex.org/W2136120210;https://openalex.org/W2145482038;https://openalex.org/W2147824299;https://openalex.org/W2149509893;https://openalex.org/W2154210517;https://openalex.org/W2158339117;https://openalex.org/W2171468534;https://openalex.org/W2172852798;https://openalex.org/W2222723904;https://openalex.org/W2222916728;https://openalex.org/W2232810130;https://openalex.org/W2275696275;https://openalex.org/W2297801999;https://openalex.org/W2346862349;https://openalex.org/W2492054430;https://openalex.org/W2521494838;https://openalex.org/W2529087958;https://openalex.org/W2553031590;https://openalex.org/W2557567230;https://openalex.org/W2574011124;https://openalex.org/W2593613340;https://openalex.org/W2602868873;https://openalex.org/W2610250061;https://openalex.org/W2735575534;https://openalex.org/W2740605354;https://openalex.org/W2762466482;https://openalex.org/W2790822776;https://openalex.org/W2794880420;https://openalex.org/W2802685835;https://openalex.org/W2807909115;https://openalex.org/W2810156540;https://openalex.org/W2884544303;https://openalex.org/W2888056875;https://openalex.org/W2897791100;https://openalex.org/W2904224565;https://openalex.org/W2906573737;https://openalex.org/W2911964244;https://openalex.org/W2947060296;https://openalex.org/W2957520325;https://openalex.org/W2963453445;https://openalex.org/W2963751193;https://openalex.org/W2973020765;https://openalex.org/W2983541357;https://openalex.org/W2994445360;https://openalex.org/W2996608372;https://openalex.org/W3000438457;https://openalex.org/W3000582720;https://openalex.org/W3003204057;https://openalex.org/W3013063141;https://openalex.org/W3013505582;https://openalex.org/W3015889394;https://openalex.org/W3022076500;https://openalex.org/W3023036503;https://openalex.org/W3034960190;https://openalex.org/W3036262830;https://openalex.org/W3038368984;https://openalex.org/W3039271964;https://openalex.org/W3081258743;https://openalex.org/W3086312560;https://openalex.org/W3089252064;https://openalex.org/W3092199418;https://openalex.org/W3092415316;https://openalex.org/W3093799916;https://openalex.org/W3093853589;https://openalex.org/W3096690806;https://openalex.org/W3099768174;https://openalex.org/W3120298458;https://openalex.org/W3121138196;https://openalex.org/W3121451803;https://openalex.org/W3121545263;https://openalex.org/W3121664121;https://openalex.org/W3122563224;https://openalex.org/W3122628491;https://openalex.org/W3122752921;https://openalex.org/W3122944446;https://openalex.org/W3123286026;https://openalex.org/W3123726371;https://openalex.org/W3123807607;https://openalex.org/W3125591525;https://openalex.org/W3125707221;https://openalex.org/W3125952890;https://openalex.org/W3126053622;https://openalex.org/W3126729572;https://openalex.org/W3126911807;https://openalex.org/W3128244637;https://openalex.org/W3129724093;https://openalex.org/W3131436671;https://openalex.org/W3134642500;https://openalex.org/W3145296828;https://openalex.org/W3160856016;https://openalex.org/W3185262611;https://openalex.org/W3196384457;https://openalex.org/W4205539948;https://openalex.org/W4206045084;https://openalex.org/W4211170237;https://openalex.org/W4214825689;https://openalex.org/W4231546411;https://openalex.org/W4247451115;https://openalex.org/W4255497883;https://openalex.org/W4287684164;https://openalex.org/W6601893370;https://openalex.org/W6695147765;https://openalex.org/W6723153376;https://openalex.org/W6741094427;https://openalex.org/W6749868668;https://openalex.org/W6754229210;https://openalex.org/W6754995310;https://openalex.org/W6767779838;https://openalex.org/W6770736415;https://openalex.org/W6776778857;https://openalex.org/W6788504199;https://openalex.org/W6789700754;https://openalex.org/W6791347996,Scholarship;Bibliographic coupling;Valuation (finance);Corporate finance;Finance;Citation;Portfolio;Artificial intelligence;Sociology;Economics;Computer science;Library science,Financial Markets and Investment Strategies;Stock Market Forecasting Methods;Market Dynamics and Volatility
OPENALEX,https://openalex.org/W4224037372,https://doi.org/10.1016/j.ribaf.2022.101646,,Artificial intelligence and machine learning in finance: A bibliometric review,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,2022,review,en,Philadelphia University,,61,,101646,101646,"Ahmed, 2022, RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE",409,"Ahmed, Shamima;Alshater, Muneer M.;Ammari, Anis El;Hammami, Helmi","Ahmed, Shamima;Alshater, Muneer M.;Ammari, Anis El;Hammami, Helmi",Philadelphia University;Liwa College;University of Monastir;École Supérieure de Commerce de Rennes,https://openalex.org/W623237932;https://openalex.org/W1678356000;https://openalex.org/W1949087994;https://openalex.org/W1964159032;https://openalex.org/W1977627101;https://openalex.org/W1982629662;https://openalex.org/W1983476407;https://openalex.org/W1986968751;https://openalex.org/W1991989348;https://openalex.org/W1995281062;https://openalex.org/W2000295574;https://openalex.org/W2005596732;https://openalex.org/W2020245109;https://openalex.org/W2048801439;https://openalex.org/W2071096576;https://openalex.org/W2078774137;https://openalex.org/W2085831731;https://openalex.org/W2103467996;https://openalex.org/W2105973145;https://openalex.org/W2121970262;https://openalex.org/W2124532504;https://openalex.org/W2124617452;https://openalex.org/W2125943170;https://openalex.org/W2126434678;https://openalex.org/W2150220236;https://openalex.org/W2161625377;https://openalex.org/W2275696275;https://openalex.org/W2490971013;https://openalex.org/W2510541067;https://openalex.org/W2580253239;https://openalex.org/W2598046176;https://openalex.org/W2604829436;https://openalex.org/W2605413713;https://openalex.org/W2743470191;https://openalex.org/W2755950973;https://openalex.org/W2767307339;https://openalex.org/W2790797354;https://openalex.org/W2791624324;https://openalex.org/W2801421082;https://openalex.org/W2918642940;https://openalex.org/W2937631243;https://openalex.org/W2938504806;https://openalex.org/W2979085846;https://openalex.org/W2980944511;https://openalex.org/W2991273648;https://openalex.org/W2992584342;https://openalex.org/W3001272657;https://openalex.org/W3003204057;https://openalex.org/W3004424255;https://openalex.org/W3033217760;https://openalex.org/W3036262830;https://openalex.org/W3045742910;https://openalex.org/W3047520959;https://openalex.org/W3081171087;https://openalex.org/W3094829982;https://openalex.org/W3107898512;https://openalex.org/W3108051016;https://openalex.org/W3111916360;https://openalex.org/W3121532596;https://openalex.org/W3121588992;https://openalex.org/W3121662370;https://openalex.org/W3121759971;https://openalex.org/W3121822240;https://openalex.org/W3122648113;https://openalex.org/W3126999983;https://openalex.org/W3128501064;https://openalex.org/W3128601027;https://openalex.org/W3133357608;https://openalex.org/W3135338132;https://openalex.org/W3156409915;https://openalex.org/W3160856016;https://openalex.org/W3181448069;https://openalex.org/W3198357836;https://openalex.org/W3204670277;https://openalex.org/W4231591459;https://openalex.org/W4286815637;https://openalex.org/W4404193242;https://openalex.org/W6637404493;https://openalex.org/W6646488788;https://openalex.org/W6675975338;https://openalex.org/W6695147765;https://openalex.org/W6735566887;https://openalex.org/W6749152699;https://openalex.org/W6776408548;https://openalex.org/W6786268635;https://openalex.org/W6786792165;https://openalex.org/W6787144041;https://openalex.org/W6789892906,Scopus;Bankruptcy;Big data;Corporate finance;China;Finance;Computational finance;Artificial intelligence;Computer science;Data science;Economics;Political science;Data mining,Financial Distress and Bankruptcy Prediction;Stock Market Forecasting Methods;Financial Markets and Investment Strategies
OPENALEX,https://openalex.org/W3032935427,https://doi.org/10.21873/invivo.11951,https://pubmed.ncbi.nlm.nih.gov/32503819,Coronavirus Disease (COVID-19): A Machine Learning Bibliometric Analysis,IN VIVO,IN VIVO,2020,review,en,Sapienza University of Rome,"BACKGROUND/AIM: To evaluate the research trends in coronavirus disease (COVID-19). MATERIALS AND METHODS: A bibliometric analysis was performed using a machine learning bibliometric methodology. Information regarding publication outputs, countries, institutions, journals, keywords, funding and citation counts was retrieved from Scopus database. RESULTS: A total of 1883 eligible papers were returned. An exponential increase in the COVID-19 publications occurred in the last months. As expected, China produced the majority of articles, followed by the United States of America, the United Kingdom and Italy. There is greater collaboration between highly contributing authors and institutions. The ""BMJ"" published the highest number of papers (n=129) and ""The Lancet"" had the most citations (n=1439). The most ubiquitous topic was COVID-19 clinical features. CONCLUSION: This bibliometric analysis presents the most influential references related to COVID-19 during this time and could be useful to improve understanding and management of COVID-19.",34,3 suppl,1613,1617,"Felice, 2020, IN VIVO",124,"Felice, Francesca De;Polimeni, Antonella","Felice, Francesca De;Polimeni, Antonella",Sapienza University of Rome;Policlinico Umberto I,https://openalex.org/W3003217347;https://openalex.org/W3003465021;https://openalex.org/W3004239190;https://openalex.org/W3004280078;https://openalex.org/W3004318991;https://openalex.org/W3008028633;https://openalex.org/W3014249633,Coronavirus disease 2019 (COVID-19);2019-20 coronavirus outbreak;Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2);Coronavirus;Pandemic;Virology;Disease;Coronavirus Infections;Betacoronavirus;Medicine;Computer science;Computational biology;Infectious disease (medical specialty);Biology;Outbreak;Pathology,COVID-19 Clinical Research Studies;Long-Term Effects of COVID-19;Academic Publishing and Open Access
OPENALEX,https://openalex.org/W3135727734,https://doi.org/10.2196/24870,https://pubmed.ncbi.nlm.nih.gov/33683209,Machine Learning for Mental Health in Social Media: Bibliometric Study,JOURNAL OF MEDICAL INTERNET RESEARCH,JOURNAL OF MEDICAL INTERNET RESEARCH,2021,review,en,Sungkyunkwan University,"BACKGROUND: Social media platforms provide an easily accessible and time-saving communication approach for individuals with mental disorders compared to face-to-face meetings with medical providers. Recently, machine learning (ML)-based mental health exploration using large-scale social media data has attracted significant attention. OBJECTIVE: We aimed to provide a bibliometric analysis and discussion on research trends of ML for mental health in social media. METHODS: Publications addressing social media and ML in the field of mental health were retrieved from the Scopus and Web of Science databases. We analyzed the publication distribution to measure productivity on sources, countries, institutions, authors, and research subjects, and visualized the trends in this field using a keyword co-occurrence network. The research methodologies of previous studies with high citations are also thoroughly described. RESULTS: We obtained a total of 565 relevant papers published from 2015 to 2020. In the last 5 years, the number of publications has demonstrated continuous growth with Lecture Notes in Computer Science and Journal of Medical Internet Research as the two most productive sources based on Scopus and Web of Science records. In addition, notable methodological approaches with data resources presented in high-ranking publications were investigated. CONCLUSIONS: The results of this study highlight continuous growth in this research area. Moreover, we retrieved three main discussion points from a comprehensive overview of highly cited publications that provide new in-depth directions for both researchers and practitioners.",23,3,e24870,e24870,"Kim, 2021, JOURNAL OF MEDICAL INTERNET RESEARCH",132,"Kim, Jina;Lee, Daeun;Park, Eunil","Kim, Jina;Lee, Daeun;Park, Eunil",Sungkyunkwan University,https://openalex.org/W1554040650;https://openalex.org/W2023136833;https://openalex.org/W2068264290;https://openalex.org/W2092598885;https://openalex.org/W2117699623;https://openalex.org/W2162051395;https://openalex.org/W2311329665;https://openalex.org/W2553776800;https://openalex.org/W2602628430;https://openalex.org/W2612630960;https://openalex.org/W2619542576;https://openalex.org/W2725890240;https://openalex.org/W2729540173;https://openalex.org/W2750994301;https://openalex.org/W2767870452;https://openalex.org/W2780483464;https://openalex.org/W2786077666;https://openalex.org/W2792479193;https://openalex.org/W2883944442;https://openalex.org/W2889391310;https://openalex.org/W2895763047;https://openalex.org/W2896750841;https://openalex.org/W2912581524;https://openalex.org/W2912654919;https://openalex.org/W2916048747;https://openalex.org/W2953301966;https://openalex.org/W2953532875;https://openalex.org/W2959711199;https://openalex.org/W2979610116;https://openalex.org/W2986704516;https://openalex.org/W2988595016;https://openalex.org/W2995608792;https://openalex.org/W2996219887;https://openalex.org/W3013908145;https://openalex.org/W3018892856;https://openalex.org/W3040470474;https://openalex.org/W3043553083,Scopus;Social media;Mental health;The Internet;Ranking (information retrieval);Citation;Bibliometrics;Field (mathematics);Productivity;Computer science;Data science;Scale (ratio);Medical education;Psychology;World Wide Web;MEDLINE;Medicine;Information retrieval;Political science;Psychiatry,Mental Health via Writing;Digital Mental Health Interventions;Social Media in Health Education
OPENALEX,https://openalex.org/W4389670785,https://doi.org/10.1016/j.heliyon.2023.e23492,https://pubmed.ncbi.nlm.nih.gov/38187262,Applications of artificial intelligence and machine learning in the financial services industry: A bibliometric review,HELIYON,HELIYON,2023,review,en,International Management Institute,"This bibliometric review examines the research state of artificial intelligence (AI) and machine learning (ML) applications in the Banking, Financial Services, and Insurance (BFSI) sector. The study focuses on Scopus-indexed articles to identify key research clusters. Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol, 39,498 articles were screened, resulting in 1045 articles meeting the inclusion criteria. N-gram analysis identified 177 unique terms in the article titles and abstracts. Co-occurrence analysis revealed nine distinct clusters covering fintech, risk management, anti-money laundering, and actuarial science, among others. These clusters offer a comprehensive overview of the multifaceted research landscape. The identified clusters can guide future research and inform study design. Policymakers, researchers, and practitioners in the BFSI sector can benefit from the study's findings, which identify research gaps and opportunities. This study contributes to the growing literature on bibliometrics, providing insights into AI and ML applications in the BFSI sector. The findings have practical implications, advancing our understanding of AI and ML's role in benefiting academia and industry.",10,1,e23492,e23492,"Pattnaik, 2023, HELIYON",112,"Pattnaik, Debidutta;Ray, Sougata;Raman, Raghu","Pattnaik, Debidutta;Ray, Sougata;Raman, Raghu",International Management Institute;Amrita Vishwa Vidyapeetham,https://openalex.org/W1896042795;https://openalex.org/W1965577080;https://openalex.org/W1971757271;https://openalex.org/W2022605399;https://openalex.org/W2037378589;https://openalex.org/W2038295678;https://openalex.org/W2039526160;https://openalex.org/W2060249914;https://openalex.org/W2064648688;https://openalex.org/W2064946026;https://openalex.org/W2084582960;https://openalex.org/W2106997360;https://openalex.org/W2143297831;https://openalex.org/W2143723415;https://openalex.org/W2147448014;https://openalex.org/W2151044110;https://openalex.org/W2156742813;https://openalex.org/W2171656377;https://openalex.org/W2185896400;https://openalex.org/W2287059042;https://openalex.org/W2330735624;https://openalex.org/W2518773311;https://openalex.org/W2612196085;https://openalex.org/W2742460930;https://openalex.org/W2767795179;https://openalex.org/W2780299545;https://openalex.org/W2795321837;https://openalex.org/W2799494244;https://openalex.org/W2804327630;https://openalex.org/W2883964862;https://openalex.org/W2890434712;https://openalex.org/W2898505289;https://openalex.org/W2900285243;https://openalex.org/W2919652104;https://openalex.org/W2953178564;https://openalex.org/W2964266530;https://openalex.org/W2977520682;https://openalex.org/W2978896080;https://openalex.org/W2984254864;https://openalex.org/W3007615437;https://openalex.org/W3007883824;https://openalex.org/W3026280043;https://openalex.org/W3026650415;https://openalex.org/W3046629791;https://openalex.org/W3047230602;https://openalex.org/W3047520959;https://openalex.org/W3085053389;https://openalex.org/W3086924043;https://openalex.org/W3091163231;https://openalex.org/W3092542259;https://openalex.org/W3093195402;https://openalex.org/W3100431062;https://openalex.org/W3109489865;https://openalex.org/W3112354324;https://openalex.org/W3112896429;https://openalex.org/W3115683849;https://openalex.org/W3116796363;https://openalex.org/W3117086259;https://openalex.org/W3120298458;https://openalex.org/W3122739625;https://openalex.org/W3123594716;https://openalex.org/W3125211656;https://openalex.org/W3125328255;https://openalex.org/W3125895112;https://openalex.org/W3126288553;https://openalex.org/W3133970970;https://openalex.org/W3134008570;https://openalex.org/W3134642500;https://openalex.org/W3135152838;https://openalex.org/W3135420303;https://openalex.org/W3136631171;https://openalex.org/W3139261556;https://openalex.org/W3146142859;https://openalex.org/W3148740534;https://openalex.org/W3149488304;https://openalex.org/W3165478349;https://openalex.org/W3166472517;https://openalex.org/W3168104213;https://openalex.org/W3177828825;https://openalex.org/W3184840371;https://openalex.org/W3185964676;https://openalex.org/W3198357836;https://openalex.org/W3198495944;https://openalex.org/W3199461169;https://openalex.org/W3199592373;https://openalex.org/W3209643071;https://openalex.org/W3212160720;https://openalex.org/W3214758903;https://openalex.org/W4200236940;https://openalex.org/W4200247608;https://openalex.org/W4200333906;https://openalex.org/W4205145754;https://openalex.org/W4205200408;https://openalex.org/W4205359906;https://openalex.org/W4205781500;https://openalex.org/W4205844635;https://openalex.org/W4207027020;https://openalex.org/W4210669237;https://openalex.org/W4210859647;https://openalex.org/W4213415872;https://openalex.org/W4220755099;https://openalex.org/W4220905253;https://openalex.org/W4220968399;https://openalex.org/W4221044666;https://openalex.org/W4224272950;https://openalex.org/W4225143248;https://openalex.org/W4229375993;https://openalex.org/W4280617747;https://openalex.org/W4281256213;https://openalex.org/W4281651535;https://openalex.org/W4281712444;https://openalex.org/W4281858363;https://openalex.org/W4281878156;https://openalex.org/W4286267577;https://openalex.org/W4288073997;https://openalex.org/W4313478940;https://openalex.org/W4323928863;https://openalex.org/W4385155135;https://openalex.org/W4385579627;https://openalex.org/W4385732811;https://openalex.org/W4386246508;https://openalex.org/W6643206498;https://openalex.org/W6685233297;https://openalex.org/W6755670483;https://openalex.org/W6781267923;https://openalex.org/W6787097816;https://openalex.org/W6804571031;https://openalex.org/W6806029913;https://openalex.org/W6838752380;https://openalex.org/W6840134568;https://openalex.org/W7029865937,Scopus;Bibliometrics;Financial services;Systematic review;Web of science;Original research;Computer science;Business;MEDLINE;Political science;Library science;Finance,"FinTech, Crowdfunding, Digital Finance;Blockchain Technology Applications and Security;Imbalanced Data Classification Techniques"
OPENALEX,https://openalex.org/W4405131368,https://doi.org/10.1007/978-3-031-73545-5_121,,The Impact of Machine Learning on Business Processes: A Bibliometric Analysis,"STUDIES IN SYSTEMS, DECISION AND CONTROL","STUDIES IN SYSTEMS, DECISION AND CONTROL",2024,book-chapter,en,Petra University,,,,1299,1309,"Aburub, 2024, STUDIES IN SYSTEMS, DECISION AND CONTROL",89,"Aburub, Faisal;Mohammad, Sulieman Ibraheem;Jahmani, Khaldoon;Vasudevan, Asokan;Al-Momani, Ala’a M.;Barhoom, Firas Nawwaf Ibraheem;Alrfai, Mohammad Motasem;Alzyoud, Mazen;Mohammad, Abdullah Ibrahim","Aburub, Faisal;Mohammad, Sulieman Ibraheem;Jahmani, Khaldoon;Vasudevan, Asokan;Al-Momani, Ala’a M.;Barhoom, Firas Nawwaf Ibraheem;Alrfai, Mohammad Motasem;Alzyoud, Mazen;Mohammad, Abdullah Ibrahim",Petra University;INTI International University;Zarqa University;Jadara University;Amman Arab University;Universiti Sains Malaysia;Irbid National University;Al al-Bayt University;Al-Balqa Applied University,https://openalex.org/W2147371011;https://openalex.org/W3084813718;https://openalex.org/W3160856016;https://openalex.org/W3170725296;https://openalex.org/W4205141813;https://openalex.org/W4206929493;https://openalex.org/W4210285549;https://openalex.org/W4226213040;https://openalex.org/W4226216859;https://openalex.org/W4226296954;https://openalex.org/W4239059848;https://openalex.org/W4256671596;https://openalex.org/W4283793198;https://openalex.org/W4285224342;https://openalex.org/W4290755137;https://openalex.org/W4292959163;https://openalex.org/W4292959208;https://openalex.org/W4293214651;https://openalex.org/W4294636343;https://openalex.org/W4304606386;https://openalex.org/W4304606464;https://openalex.org/W4309040008;https://openalex.org/W4309582879;https://openalex.org/W4320011710;https://openalex.org/W4320149785;https://openalex.org/W4321499414;https://openalex.org/W4322733823;https://openalex.org/W4328024576;https://openalex.org/W4328024750;https://openalex.org/W4360778050;https://openalex.org/W4376622728;https://openalex.org/W4385671851;https://openalex.org/W4386010746;https://openalex.org/W4388004267;https://openalex.org/W4388029131;https://openalex.org/W4388180055;https://openalex.org/W4390747040;https://openalex.org/W4390747253;https://openalex.org/W4390974949;https://openalex.org/W4399087030;https://openalex.org/W4399087083;https://openalex.org/W4399087105;https://openalex.org/W4399087177;https://openalex.org/W4399087399;https://openalex.org/W4399087412;https://openalex.org/W4399109533;https://openalex.org/W4399250438;https://openalex.org/W4399250471;https://openalex.org/W4399250488;https://openalex.org/W4399250506;https://openalex.org/W4399250524;https://openalex.org/W4399250528;https://openalex.org/W4399260120;https://openalex.org/W4399260158;https://openalex.org/W4399260446;https://openalex.org/W4401388217;https://openalex.org/W4401388396;https://openalex.org/W4401388738;https://openalex.org/W4401389382;https://openalex.org/W4406593706;https://openalex.org/W4406593728;https://openalex.org/W4406593761;https://openalex.org/W4406593811;https://openalex.org/W4406593830;https://openalex.org/W4406593855;https://openalex.org/W4406593889;https://openalex.org/W4406677734;https://openalex.org/W4412586642;https://openalex.org/W4412616985;https://openalex.org/W4412616995;https://openalex.org/W4412617123;https://openalex.org/W4412617196,Computer science,Organizational and Employee Performance;Cyberloafing and Workplace Behavior;Technology Adoption and User Behaviour
OPENALEX,https://openalex.org/W3181204626,https://doi.org/10.1016/j.eswa.2021.115561,,Big data analytics and machine learning: A retrospective overview and bibliometric analysis,EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYSTEMS WITH APPLICATIONS,2021,article,en,University of North Florida,,184,,115561,115561,"Zhang, 2021, EXPERT SYSTEMS WITH APPLICATIONS",119,"Zhang, Zuopeng;Srivastava, Praveen Ranjan;Sharma, Dheeraj;Eachempati, Prajwal","Zhang, Zuopeng;Srivastava, Praveen Ranjan;Sharma, Dheeraj;Eachempati, Prajwal",University of North Florida;Indian Institute of Management Rohtak,https://openalex.org/W40420203;https://openalex.org/W88484647;https://openalex.org/W626313615;https://openalex.org/W1494137514;https://openalex.org/W1601795611;https://openalex.org/W1663973292;https://openalex.org/W1755227063;https://openalex.org/W1774848501;https://openalex.org/W1911451788;https://openalex.org/W2007343074;https://openalex.org/W2015846187;https://openalex.org/W2021324335;https://openalex.org/W2024237844;https://openalex.org/W2064675550;https://openalex.org/W2066636486;https://openalex.org/W2098615148;https://openalex.org/W2101234009;https://openalex.org/W2105103777;https://openalex.org/W2110646369;https://openalex.org/W2120751691;https://openalex.org/W2136922672;https://openalex.org/W2141975087;https://openalex.org/W2159128662;https://openalex.org/W2165093166;https://openalex.org/W2171468534;https://openalex.org/W2171469118;https://openalex.org/W2173213060;https://openalex.org/W2191867853;https://openalex.org/W2261525379;https://openalex.org/W2302800291;https://openalex.org/W2340139852;https://openalex.org/W2404353601;https://openalex.org/W2412782625;https://openalex.org/W2486221806;https://openalex.org/W2487200295;https://openalex.org/W2508563792;https://openalex.org/W2540365088;https://openalex.org/W2574134800;https://openalex.org/W2574572133;https://openalex.org/W2578336118;https://openalex.org/W2586702902;https://openalex.org/W2590273312;https://openalex.org/W2598484699;https://openalex.org/W2606916050;https://openalex.org/W2614355139;https://openalex.org/W2693176153;https://openalex.org/W2740098507;https://openalex.org/W2747765175;https://openalex.org/W2751427740;https://openalex.org/W2752267564;https://openalex.org/W2755950973;https://openalex.org/W2762694993;https://openalex.org/W2768534111;https://openalex.org/W2772164149;https://openalex.org/W2785537869;https://openalex.org/W2799902558;https://openalex.org/W2896298459;https://openalex.org/W2898861515;https://openalex.org/W2900562530;https://openalex.org/W2906422317;https://openalex.org/W2913077324;https://openalex.org/W2922441867;https://openalex.org/W2945940803;https://openalex.org/W2950775047;https://openalex.org/W2951942892;https://openalex.org/W2953501988;https://openalex.org/W2955285339;https://openalex.org/W2965780400;https://openalex.org/W2969018281;https://openalex.org/W2973556997;https://openalex.org/W2973734499;https://openalex.org/W2974124990;https://openalex.org/W2974678924;https://openalex.org/W2976017899;https://openalex.org/W2977926554;https://openalex.org/W2979610116;https://openalex.org/W2985684656;https://openalex.org/W2989739077;https://openalex.org/W2990450011;https://openalex.org/W2996745037;https://openalex.org/W3000910650;https://openalex.org/W3001554335;https://openalex.org/W3004906665;https://openalex.org/W3007404761;https://openalex.org/W3011931926;https://openalex.org/W3013863638;https://openalex.org/W3024511269;https://openalex.org/W3028022888;https://openalex.org/W3039091139;https://openalex.org/W3042710080;https://openalex.org/W3046653697;https://openalex.org/W3080913451;https://openalex.org/W3121177474;https://openalex.org/W3122944446;https://openalex.org/W3123115705;https://openalex.org/W3123613287;https://openalex.org/W3140136943;https://openalex.org/W3150796314;https://openalex.org/W3175452479;https://openalex.org/W3186766739;https://openalex.org/W3193793166;https://openalex.org/W4285719527;https://openalex.org/W6602586656;https://openalex.org/W6624503512;https://openalex.org/W6631138889;https://openalex.org/W6637618429;https://openalex.org/W6675354045;https://openalex.org/W6676693144;https://openalex.org/W6713691922;https://openalex.org/W6741640790;https://openalex.org/W6756345613;https://openalex.org/W6764905802;https://openalex.org/W6768162700;https://openalex.org/W6768420565;https://openalex.org/W6780797579,Big data;Scopus;Computer science;Data science;LEAPS;Bibliometrics;Learning analytics;Cluster (spacecraft);Analytics;Cloud computing;Cluster analysis;The Internet;Bibliographic coupling;Discipline;Sample (material);Data mining;World Wide Web;Artificial intelligence;Social science;Sociology;Citation;Political science,Big Data and Business Intelligence;Blockchain Technology Applications and Security;Data Quality and Management
